NTD ID,Agency Name,Reporter Type,Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
4R07-41002,Generations Unlimited,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
4R07-41003,Fairfield County Transit System,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
4R07-41022,Newberry County Council on Aging,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
4R07-41042,McCormick County Senior Center,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
4R07-41146,Senior Services Incorporated of Chester County,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter
4R08-40954,South Central Tennessee Development District,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter
4R08-40978,Upper-Cumberland Human Resource Agency ,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter
4R08-40989,Southeast Tennessee Human Resource Agency-Rural Division,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter
4R08-41020,Delta Human Resource Agency,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter
4R08-41102,City of Gatlinburg,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter
4R08-41106,Northwest Tennessee Human Resource Agency,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter
4R08-41136,Pigeon Forge Mass Transit,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter
4R08-41151,Southwest  Human Resource Agency,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter
4R09-40958,Municipality of Orocovis,Rural Reporter,Rural,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-40991,Municipality of Utuado,Rural Reporter,Rural,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-41005,Municipality of Barranquitas,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-41182,Municipality of Comerio,Rural Reporter,Rural,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44941,Municipality of Jayuya,Rural Reporter,Rural,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44942,Municipality of Coamo,Rural Reporter,Rural,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44943,Municipality of Vieques,Rural Reporter,Rural,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44950,Municipality of Aguas Buenas,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44951,Municipality of Aibonito ,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44952,Municipality of Arecibo,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44953,Municipality of Arroyo,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44954,Municipality of Ceiba,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44955,Municipality of Florida,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44956,Municipality of Guanica,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44957,Municipality of Guayama,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44959,Municipality of Isabela,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44963,Municipality of Maunabo,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44964,Municipality of Naranjito,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44965,Municipality of Quebradillas,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44966,Municipality of Rio Grande,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44968,Municipality of Salinas,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44969,Municipality of San German,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44970,Municipality of Santa Isabel,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44971,Municipality of Toa Alta,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44972,Municipality of Trujillo Alto,Reduced Asset Reporter,Asset,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
4R09-44976,Municipality of Patillas,Rural Reporter,Rural,4R09,Puerto Rico Highway and Transportation Authority,State Reporter
50004,City of La Crosse,Full Reporter: Operating,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50006,"City of Racine, Wisconsin",Full Reporter: Operating,Urban,A0014,Southeastern Wisconsin Regional Planning Commission,Group Plan Sponsor
50013,Red Cliff Band of Lake Superior Chippewa,Small Systems Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
50042,City of East Chicago,Small Systems Reporter,Urban,A0015,Northwestern Indiana Regional Planning Commission,Group Plan Sponsor
50047,Bloomington-Normal Public Transit System,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50056,Greater Peoria Mass Transit District,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50058,Rockford Mass Transit District,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50059,Springfield Mass Transit District,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50060,Champaign-Urbana Mass Transit District,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50061,"City of Decatur, Il",Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50091,"City of Wausau, Wisconsin",Small Systems Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50096,City of Waukesha ,Full Reporter: Operating,Urban,A0014,Southeastern Wisconsin Regional Planning Commission,Group Plan Sponsor
50108,City of Janesville,Small Systems Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50109,City of Beloit,Small Systems Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50117,Laketran,Full Reporter: Operating,Urban,A0019,Northeast Ohio Areawide Coordinating Agency,Group Plan Sponsor
50131,"Opportunity Enterprises, Inc.",Small Systems Reporter,Urban,A0015,Northwestern Indiana Regional Planning Commission,Group Plan Sponsor
50132,Twin Cities Area Transportation Authority,Small Systems Reporter,Urban,5R03,Michigan Department of Transportation,State Reporter
50133,City of Chippewa Falls,Small Systems Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50146,Madison County Transit District,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50152,City of Onalaska,Small Systems Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50159,River Valley Metro Mass Transit District,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50160,County of Washington,Full Reporter: Operating,Urban,A0014,Southeastern Wisconsin Regional Planning Commission,Group Plan Sponsor
50161,Ozaukee County ,Full Reporter: Operating,Urban,A0014,Southeastern Wisconsin Regional Planning Commission,Group Plan Sponsor
50167,"South Lake County Community Services, Inc.",Small Systems Reporter,Urban,A0015,Northwestern Indiana Regional Planning Commission,Group Plan Sponsor
50171,"Fond du Lac, Wisconsin ",Small Systems Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
50174,City of Danville,Small Systems Reporter,Urban,5R01,Illinois Department of Transportation,State Reporter
50176,City of DeKalb,Full Reporter: Operating,Urban,5R01,Illinois Department of Transportation,State Reporter
50179,"Porter County Aging and Community Services, Inc.",Small Systems Reporter,Urban,A0015,Northwestern Indiana Regional Planning Commission,Group Plan Sponsor
50183,City of Valparaiso,Small Systems Reporter,Urban,A0015,Northwestern Indiana Regional Planning Commission,Group Plan Sponsor
50194,Boone County Council on Aging,Small Systems Reporter,Urban,5R01,Illinois Department of Transportation,State Reporter
50198,Medina County Public Transit,Full Reporter: Operating,Urban,A0019,Northeast Ohio Areawide Coordinating Agency,Group Plan Sponsor
50201,Hancock Area Rural Transit ,Small Systems Reporter,Urban,5R02,Indiana Department of Transportation,State Reporter
50202,City of West Bend,Small Systems Reporter,Urban,A0014,Southeastern Wisconsin Regional Planning Commission,Group Plan Sponsor
50210,City of Hartford,Small Systems Reporter,Urban,A0014,Southeastern Wisconsin Regional Planning Commission,Group Plan Sponsor
50212,Stateline Mass Transit District,Separate Service,Urban,5R01,Illinois Department of Transportation,State Reporter
50215,Voluntary Action Center,Small Systems Reporter,Urban,5R01,Illinois Department of Transportation,State Reporter
50243,City of Buchanan,Small Systems Reporter,Urban,5R03,Michigan Department of Transportation,State Reporter
50256,Access Johnson County ,Small Systems Reporter,Urban,5R02,Indiana Department of Transportation,State Reporter
50342,LINK Hendricks County,Full Reporter: Operating,Urban,5R02,Indiana Department of Transportation,State Reporter
50351,Hamilton County Express Public Transit,Small Systems Reporter,Urban,5R02,Indiana Department of Transportation,State Reporter
50516,City of Plymouth,Full Reporter: Operating,Urban,A0018,Metropolitan Council,Group Plan Sponsor
50517,City of Maple Grove,Full Reporter: Operating,Urban,A0018,Metropolitan Council,Group Plan Sponsor
55228,Menominee Indian Tribe of Wisconsin,Small Systems Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55240,Lac Courte Oreilles Band of Ojibwe,Small Systems Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55276,Oneida Tribe of Indians of Wisconsin,Small Systems Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55282,Bad River Band of Lake Superior Tribe of Chippewa,Small Systems Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55300,Lac du Flambeau Band of Lake Superior Chippewa Indians,Small Systems Reporter,Tribe,5R06,Wisconsin Department of Transportation,State Reporter
55308,City of Stoughton,Small Systems Reporter,Urban,5R06,Wisconsin Department of Transportation,State Reporter
5R01-50219,City of  Ottawa,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50221,Bond County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50223,CRIS Rural Mass Transit District,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50232,City of Macomb,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50234,Carroll County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50237,Rock Island County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50250,Lee County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50252,Macoupin County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50253,Grundy County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50258,City of Quincy,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50263,Bureau County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50269,Champaign County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50283,Warren County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50301,Henry County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50304,Fulton County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50315,Shawnee Mass Transit District,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50327,South Central Illinois Mass Transit District,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50328,Kankakee County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50329,Woodford County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
5R01-50338,McLean County,Rural Reporter,Rural,5R01,Illinois Department of Transportation,State Reporter
