NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,Element Type,Element Name,Element Count,Lane Miles,Linear Miles,Track Miles,Pre 1930,1930's,Pre 1940,1940's,1950's,1960's,1970's,1980's,1990's,2000's,2010's,2020's,Expected Service Years,Percent Agency Capital Responsibility,Allocation Units,Separate Asset Flag,Shared Capital Responsibility Other Party,Notes
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,40.6,17.8,41.6,,40,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,2.4,,,,,,,,,,,,,,,,,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,At-Grade/In-Street/Embedded,,,,211.83,0.1,0.3,,6.3,4.8,0.7,3,19.4,19.9,22,23.5,,35,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,5,100,0,,0,0,0,0,0,0,0,0,,200,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Curve - Revenue Service,,,,9.02,,,,,,,,,,,,,15,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Elevated/Concrete,,,,0.02,75,0,,25,0,0,0,0,0,0,0,,100,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Elevated/Steel Viaduct or Bridge,,,,0.45,37,0,,0,0,0,0,0,62.7,0,0.3,,75,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Grade Crossings,695,,,,,,,,,,,,,,,,35,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Non-Revenue Service,,,,133.5,,,,,,,,,,,,,200,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Overhead Contact System/Power Distribution,,,,,1.3,7.4,,0,0,0.1,15.5,9.5,6.7,36.7,22.8,,30,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Single Crossover,12,,,,,,,,,,,,,,,,35,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Single Turnout,18,,,,,,,,,,,,,,,,35,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Substation Building,6,,,,0,0,,0,0,0,0,50,33.3,0,16.7,,30,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,80.9,2.4,2.4,14.3,,30,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Tangent - Revenue Service,,,,74.78,,,,,,,,,,,,,37,100,,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Track Under Performance Restriction,,,1.09,1.09,,,,,,,,,,,,,,,Track Miles,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,SR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,37.2,0,33.8,29,,40,100,Percent,N,,
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,,,Urban,TB,DO,,Exclusive Fixed Guideway,,30.6,,,,,,,,,,,,,,,,,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,IP,DO,,Elevated/Steel Viaduct or Bridge,,,,0.2,0.2,0,,0,0,0,0,0,0,0,0,,50,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,IP,DO,,Substation Equipment,,,,,100,0,,0,0,0,0,0,0,0,0,,50,100,Percent,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,IP,DO,,Tangent - Revenue Service,,,,0.2,,,,,,,,,,,,,50,100,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,IP,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,20.56,9.29,0,,0,0,0,0,10.52,0,0.75,0,,40,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,7.64,0.2,0,,0,0,0,0,3.69,3.46,0.29,0,,20,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,5.39,0,0,,0,0,0,0,3.58,0,0,1.81,,40,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,2.89,0,0,,0,0,0,0,2.89,0,0,0,,40,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Below-Grade/Retained Cut,,,,11.78,0.32,0,,0,0,0,0,4.48,0.4,6.58,0,,40,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,22.9,,,,,,,,,,,,,25,100,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Double Crossover,4,,,,,,,,,,,,,,,,30,100,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Elevated/Concrete,,,,0.91,0.07,0,,0,0,0,0,0,0,0,0.84,,40,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Elevated/Retained Fill,,,,5.45,0.08,0,,0,0,0,0,4.08,0,1.29,0,,40,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Elevated/Steel Viaduct or Bridge,,,,2.88,0,0,,0,0,0,0,1.77,0,1.11,0,,40,100,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Grade Crossings,51,,,,,,,,,,,,,,,,30,100,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,9.3,,,,,,,,,,,,,40,100,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,70,0,25,5,,30,100,Percent,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Single Crossover,46,,,,,,,,,,,,,,,,30,100,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Single Turnout,202,,,,,,,,,,,,,,,,30,100,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Substation Building,11,,,,0,0,,0,0,0,0,6,0,4,1,,40,100,Quantity,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,70,0,25,5,,9,100,Percent,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,25.3,,,,,,,,,,,,,40,100,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,70,0,25,5,,30,100,Percent,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,43.1,,,,,,,,,,,,,,,,,,N,,
30022,Port Authority of Allegheny County,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,13.4,,,,,,,,,,,,,,,,,,N,,
30023,Beaver County Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,DO,,Exclusive Fixed Guideway,,10.1,,,,,,,,,,,,,,,,,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,34.1,0,0,,0,0,0,10.2,5.3,0,9,9.6,,30,100,Track Miles,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,102.9,0,0,,0,0,0,42.4,19.9,20.9,18.7,1,,30,100,Track Miles,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,93.5,0,0,,0,0,0,32.6,54,0.4,3.7,2.8,,30,100,Track Miles,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Submerged Tube,,,,47.1,0,0,,0,0,0,23.6,22.5,1,0,0,,30,100,Track Miles,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,94.3,,,,,,,,,,,,,30,100,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Double Crossover,74,,,,,,,,,,,,,,,,30,100,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,17.7,0,0,,0,0,0,6.1,7.2,0.3,1,3.1,,30,100,Track Miles,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,61.1,,,,,,,,,,,,,70,100,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Single Crossover,33,,,,,,,,,,,,,,,,30,100,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Single Turnout,109,,,,,,,,,,,,,,,,30,100,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Substation Building,91,,,,0,0,,0,0,0,22,30,18,15,6,,30,100,Quantity,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,0,0,,0,0,0,24,33,20,16,7,,30,100,Percent,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,139.9,,,,,,,,,,,,,30,100,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Third Rail/Power Distribution,,,,,0,0,,0,0,0,10,0,0,90,0,,30,100,Percent,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,3.96,3.96,,,,,,,,,,,,,,,Track Miles,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,0,100,,15,100,Percent,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,62.7,,,,,,,,,,,,,,,,,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,2.6,,,,,,,,,,,,,,,,,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,10.4,,,,,,,,,,,,,,,,,,N,,
30030,Washington Metropolitan Area Transit Authority,Full Reporter,,,Urban,MB,PT,,Controlled Access High Intensity Busway,,13.9,,,,,,,,,,,,,,,,,,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CB,PT,,Controlled Access High Intensity Busway,,31.8,,,,,,,,,,,,,,,,,,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,479.5,0,0,,0,0,0,0,0,0,100,0,,80,4.3,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Below-Grade/Bored or Blasted Tunnel,,,,4.64,91,9,,0,0,0,0,0,0,0,0,,80,0,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Below-Grade/Retained Cut,,,,0.25,100,0,,0,0,0,0,0,0,0,0,,80,0,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Curve - Revenue Service,,,,98.97,0,0,,0,0,0,0,0,0,0,100,,10,1.3,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Elevated/Concrete,,,,1.41,100,0,,0,0,0,0,0,0,0,0,,80,0,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Elevated/Steel Viaduct or Bridge,,,,6.68,100,0,,0,0,0,0,0,0,0,0,,80,0,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Grade Crossings,1,,,,0,0,,0,0,0,0,0,0,0,1,,70,100,Quantity,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Lapped Turnout,30,,,,,,,,,,,,,,,,15,0,,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,12.15,28.6,0,,0,0,0,0,0,19.3,23.8,28.3,,70,18.1,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,100,0,,40,1,Percent,N,Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Rail Crossings,87,,,,,,,,,,,,,,,,15,0,,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Single Crossover,67,,,,0,0,,0,0,0,0,0,0,51,16,,20,0,Quantity,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Single Turnout,66,,,,0,0,,0,0,0,0,0,0,54,12,,15,0,Quantity,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Slip Switch,33,,,,,,,,,,,,,,,,15,0,,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Substation Building,14,,,,0,0,,0,0,0,0,0,0,0,100,,40,6.7,Percent,N,Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,0,100,,40,0,Percent,N,Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,381.38,0,0,,0,0,0,0,0,0,68,32,,20,0.6,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Third Rail/Power Distribution,,,,,0,0,,0,0,0,0,0,0,0,100,,40,0,Percent,N,Amtrack,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,100,0,,40,1,Percent,N,CSX/Amtrak,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,13.58,0,0,,0,0,0,0,100,0,0,0,,80,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,13.22,0,0,,0,0,0,0,63.8,36.2,0,0,,100,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,14.9,0,0,,0,0,0,0,91,9,0,0,,20,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Double Crossover,6,,,,0,0,,0,0,0,0,100,0,0,0,,20,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Elevated/Concrete,,,,6.56,0,0,,0,0,0,0,100,0,0,0,,80,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Grade Crossings,1,,,,0,0,,0,0,0,0,100,0,0,0,,20,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,3.78,0,0,,0,0,0,0,11,0,89,0,,15,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Single Crossover,4,,,,0,0,,0,0,0,0,100,0,0,0,,20,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Substation Building,16,,,,0,0,,0,0,0,0,87.5,12.5,0,0,,40,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,64,36,0,0,,40,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,14.68,0,0,,0,0,0,0,86.7,13.3,0,0,,20,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Third Rail/Power Distribution,,,,,0,0,,0,0,0,0,64,36,0,0,,25,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,2,2,,,,,,,,,,,,,,,Track Miles,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,64,36,0,0,,30,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,49.65,0,0,,0,0,0,0,0,100,0,0,,50,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,2.71,0,0,,0,0,0,0,0,100,0,0,,50,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,29.2,0,0,,0,0,0,0,0,100,0,0,,20,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Double Crossover,13,,,,0,0,,0,0,0,0,0,100,0,0,,30,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Elevated/Concrete,,,,1.77,0,0,,0,0,0,0,0,100,0,0,,80,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Elevated/Retained Fill,,,,6.1,0,0,,0,0,0,0,0,83.3,16.7,0,,30,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Elevated/Steel Viaduct or Bridge,,,,0.52,0,0,,0,0,9.5,0,21.7,63.6,5.2,0,,80,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Grade Crossings,44,,,,0,0,,0,0,0,0,0,100,0,0,,25,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,4.18,0,0,,0,0,0,0,0,100,0,0,,35,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,83,17,0,,40,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Rail Crossings,6,,,,,,,,,,,,,,,,15,100,,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Single Crossover,20,,,,0,0,,0,0,0,0,0,100,0,0,,30,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Substation Building,30,,,,0,0,,0,0,0,0,0,83,17,0,,40,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,0,83,17,0,,40,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,27.37,0,0,,0,0,0,0,0,100,0,0,,30,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,7.61,7.61,,,,,,,,,,,,,,,Track Miles,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,83,17,0,,30,100,Percent,N,,
30034,Maryland Transit Administration,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,6,,,,,,,,,,,,,,,,,,N,,
30044,Westmoreland County ,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,,Exclusive Fixed Guideway,,13.6,,,,,,,,,,,,,,,,,,N,,
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,137.8,0,0,,0,0,0,0,0,0,137.8,0,,50,0,Track Miles,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Curve - Revenue Service,,,,45.87,,,,,,,,,,,,,50,0,,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Elevated/Steel Viaduct or Bridge,,,,6.6,0,0,,0,0,0,0,0,0,6.6,0,,50,0,Track Miles,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,16.6,,,,,,,,,,,,,50,0,,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,100,0,,50,0,Percent,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Revenue Track - No Capital Replacement Responsibility,,,,144.4,,,,,,,,,,,,,50,,,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Single Crossover,31,,,,,,,,,,,,,,,,50,0,,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Single Turnout,11,,,,,,,,,,,,,,,,50,0,,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Substation Building,17,,,,0,0,,0,0,0,0,0,0,17,0,,50,0,Quantity,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,100,0,,50,0,Percent,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,98.53,,,,,,,,,,,,,50,0,,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
30057,Pennsylvania Department of Transportation,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,100,0,,50,0,Percent,N,,"According to the Cost Methodology set forth in PRIIA Section 209, Amtrak owned fixed assets used in State Services shall be handled on a case-by-case basis between Amtrak and the State partners."
30061,Mid Mon Valley Transit Authority,Full Reporter,3R04,Pennsylvania Department of Transportation,Urban,MB,PT,,Exclusive Fixed Guideway,,7.8,,,,,,,,,,,,,,,,,,N,,
30068,"Fairfax County, VA",Full Reporter,,,Urban,MB,PT,,Controlled Access High Intensity Busway,,34.8,,,,,,,,,,,,,,,,,,N,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,,,Urban,CB,PT,,Controlled Access High Intensity Busway,,34.6,,,,,,,,,,,,,,,,,,N,,
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,,,Urban,MB,PT,,Controlled Access High Intensity Busway,,40.1,,,,,,,,,,,,,,,,,,N,,
