Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type,Row Number
41034,"Beaufort County Developmental Center, Inc.",Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,668
41035,City of Cedartown,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,669
41037,"Suwannee River Economic Council, Inc.",Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,670
41038,Hyde County Private Non-Profit Transp. Corp. Inc.,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,671
41039,Northeast Mississippi Community Services,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter,672
41041,Greene County Commission Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,673
41042,McCormick County Senior Center,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter,674
41043,Mitchell County Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,675
41044,Community Development Inc.,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter,676
41045,Dare County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,677
41046,Taliaferro County Board of Commissioners,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,678
41048,Kerr Area Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,679
41050,Suwannee Valley Transit Authority,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,680
41051,"Five County Child Development Program, Inc.",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter,681
41052,City of Oxford,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter,682
41053,Murray-Calloway County Transit Authority,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,683
41055,McDuffie County Commission Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,684
41057,Dawson County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,685
41058,Brunswick Transit System Inc.,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,686
41060,City of Key West Department of Transportation,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,687
41062,Hancock County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,688
41064,Moore County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,689
41065,Twiggs County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,690
41066,Swain County  Focal Point on Aging Inc,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,691
41069,Cherokee County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,692
41074,Glascock County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,693
41076,St. Clair County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,694
41077,Taylor County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,695
41078,Morgan County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,696
41080,Marion County Senior Services,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,697
41082,Transp. Administration of Cleveland County. Inc,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,698
41083,Glasgow Transit System,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,699
41084,Alabama Tombigbee Regional Planning Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,700
41085,Haralson County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,701
41086,Catoosa County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,702
41088,Forsyth County Board of Commissioners,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter,703
41089,City of Eufaula,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,704
41090,"Louisville WHEELS Transportation, Inc",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,705
41091,"Calhoun County Senior Citizens Association, Inc.",Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,706
41092,Lowcountry Regional Transportation Authority,Reduced Reporter,Urban,4R07,South Carolina Department of Transportation,State Reporter,707
41094,Northeast KY Area Development Council,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,708
41095,FDOT - vanpool,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,709
41096,Claiborne County Human Resource Agency,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter,710
41098,"Harlan County Community Action Agency, Inc.",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,711
41099,Telfair County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,712
41102,City of Gatlinburg,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter,713
41103,Wheeler County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,714
41104,Talbot County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,715
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,4R04,Kentucky Transportation Cabinet,State Reporter,716
41106,Northwest Tennessee Human Resource Agency,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter,717
41107,Chilton County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,718
41108,Lower Chattahoochee Regional Transit Authority,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,719
41111,Albemarle Regional Health Services,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,720
41112,Coastal Regional Commission,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,721
41113,Anson County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,722
41114,Nassau Council on Aging,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,723
41115,Transylvania County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,724
41118,Birmingham Regional Paratransit Consortium,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,725
41119,Harnett County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,726
41120,Frankfort Transit System,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,727
41121,Natchez Transit System,Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter,728
41124,Richmond Interagency Transportation Inc.,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,729
41125,Covington Area Transit System,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,730
41127,AppalCart,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,731
41129,Pike Area Transit System,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,732
41130,Avery County Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,733
41131,Choanoke Public Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,734
41133,Coweta County,Reduced Reporter,Urban,4R03,Georgia Department of Transportation,State Reporter,735
41134,"Yadkin Valley Economic Development District, Inc.",Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,736
41136,Pigeon Forge Mass Transit,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter,737
41137,Alleghany County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,738
41138,Whitfield County W.T.S.,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,739
41139,Columbia County CommissionTransit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,740
41140,Clay County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,741
41142,Wayne County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,742
41143,Yancey County Transportation Authority,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,743
41144,Hart County Public Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,744
41145,Union County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,745
41146,Senior Services Incorporated of Chester County,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter,746
41148,Wakulla County Transportation,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,747
41149,City of Americus,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,748
41150,Lee County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,749
41151,Southwest  Human Resource Agency,Rural Reporter,Rural,4R08,Tennessee Department of Transportation,State Reporter,750
41153,Big Bend Transit,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,751
41154,Jackson County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,752
41155,Social Circle Area Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,753
41156,Wilcox County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,754
41158,Lumpkin County ,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,755
41160,Clay County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,756
41162,Lenoir County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,757
41165,Central Kentucky Community Action Council,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,758
41166,Bladen County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,759
41167,Jackson County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,760
41168,Wilkes County Commission Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,761
41170,Baker Council on Aging,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,762
41171,Walker County,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,763
41172,Columbus County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,764
41173,Walker County Commission,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,765
41174,City of Seneca,Rural Reporter,Rural,4R07,South Carolina Department of Transportation,State Reporter,766
41176,Crawford County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,767
41177,Southwest Georgia RC,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,768
41178,"Leslie, Knott, Letcher & Perry Community Action",Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,769
41179,Fulton County Transit Authority,Rural Reporter,Rural,4R04,Kentucky Transportation Cabinet,State Reporter,770
41180,Jackson County Council on Aging,Rural Reporter,Rural,4R01,Alabama Department of Transportation,State Reporter,771
41181,Stanly County,Rural Reporter,Rural,4R06,North Carolina Department of Transportation,State Reporter,772
41182,Municipality of Comerio,Reduced Reporter,Urban,4R09,Puerto Rico Highway and Transportation Authority,State Reporter,773
41183,"Aaron E. Henry Community Health Services Center,In",Rural Reporter,Rural,4R05,Mississippi Department of Transportation,State Reporter,774
41184,Levy County Board of County Commissioners,Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,775
41185,Thomas County Transit,Rural Reporter,Rural,4R03,Georgia Department of Transportation,State Reporter,776
41186,"Tri-County Community Council, Inc",Rural Reporter,Rural,4R02,Florida Department of Transportation,State Reporter,777
