State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Division/Department,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID,Service Area Sq Miles,Service Area Pop,Primary UZA UACE Code,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service,State Admin Funds Expended
,40018,4018,Transit Authority of River City,,TARC,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,1000 W Broadway,,,Louisville,KY,40203.0,2031.0,4,http://www.ridetarc.org/,1105.0,MG4HF6GM5CV3,288.0,744816.0,51755.0,"Louisville/Jefferson County, KY--IN",,974397.0,2430.76764866123,400.86,159.0,122.0,281,,,Tier I (Fixed Route VOMS),,,
,40019,4019,Transit Authority of Northern Kentucky,,TANK,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,3375 Madison Pike,,,Covington,KY,41017.0,9657.0,4,http://www.tankbus.org/,2613.0,MN8PKX24AQY7,267.0,278653.0,16885.0,"Cincinnati, OH--KY",,1686744.0,2242.19023793946,752.28,116.0,,116,,,Tier II,,,
,40020,4020,City of Owensboro,Transit ,OTS,Owensboro Transit Systems,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,,,10003,,KY,,,4,https://transit.owensboro.org,1106.0,KQALBJJNAFZ7,21.0,60011.0,66484.0,"Owensboro, KY",,76433.0,2099.89895356035,36.4,9.0,,9,,,Tier II,,,
,40021,4021,City of Albany ,Albany Transit Department ,ATS,Albany Transit System,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,222 Pine Ave Ste 560,,447,Albany,GA,31701.0,2531.0,4,http://www.albanyga.gov/about-us/city-departments/albany-transit-system,1002.0,,17.0,84844.0,901.0,"Albany, GA",,85960.0,1292.49190947905,66.51,14.0,,14,,,Tier II,,,
,40022,4022,Metropolitan Atlanta Rapid Transit Authority,,MARTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,2424 Piedmont Rd Ne,,,Atlanta,GA,30324.0,3311.0,4,http://www.itsmarta.com/,1101.0,LLUNK7XSS1V1,605.0,1742072.0,3817.0,"Atlanta, GA",,5100112.0,2040.07997427292,2553.04,546.0,207.0,753,,,Tier I (Rail),,,
,40023,4023,Augusta Richmond County Transit Department,Transit,AT,Augusta Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,535 Telfair St Ste 800,,,Augusta,GA,30901.0,2379.0,4,https://www.augustaga.gov/2770/Transit,1002.0,ZH93N1J4TBE8,25.0,204484.0,4222.0,"Augusta-Richmond County, GA--SC",,431480.0,1578.82503718407,273.29,,18.0,18,,,Tier II,,,
,40024,4024,Columbus Consolidated Government,Department of Transportation,,METRA ,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,100 10Th St,,1340,Columbus,GA,31901.0,2736.0,4,http://www.columbusga.org/metra/,1046.0,VTN4JMLA7F23,132.0,230208.0,19099.0,"Columbus, GA--AL",,267746.0,1874.22410073273,142.86,24.0,,24,,,Tier II,,,
,40025,4025,Chatham Area Transit Authority,,CAT,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,900 E Gwinnett St,,9118,Savannah,GA,31401.0,6263.0,4,http://www.catchacat.org/,1103.0,US81JJFTBQV6,331.0,301107.0,79768.0,"Savannah, GA",,309466.0,1503.37597040051,205.85,54.0,2.0,56,,,Tier II,,,
,40026,4026,Manatee County Board of County Commissioners,,MCAT,Manatee County Area Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,2411 Tallevast Rd,,,Sarasota,FL,34243.0,3936.0,4,https://www.mymanatee.org/departments/mcat,1079.0,GNCDADCGGLJ3,743.0,439566.0,9536.0,"Bradenton--Sarasota--Venice, FL",,779075.0,1927.05955258431,404.28,53.0,,53,,,Tier II,,,
,40027,4027,Pinellas Suncoast Transit Authority,,PSTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,3201 Scherer Dr N,,,Saint Petersburg,FL,33716.0,1004.0,4,http://www.psta.net/,1080.0,EP8PMQ6LPLF5,304.0,1102307.0,86599.0,"Tampa--St. Petersburg, FL",,2783045.0,2872.26182698761,968.94,185.0,88.0,273,,,Tier I (Fixed Route VOMS),,,
,40028,4028,Lee County ,Public Transportation,,LeeTran,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,2115 2Nd St,,,Fort Myers,FL,33901.0,3012.0,4,http://www.rideleetran.com/,1083.0,SS8JCN35XH77,820.0,802178.0,13510.0,"Cape Coral, FL",,599242.0,1806.03025063943,331.8,88.0,,88,,,Tier II,,,
,40029,4029,Broward County Board of County Commissioners,,BCT,Broward County Transit Division,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,115 S Andrews Ave Ste 409,,,Fort Lauderdale,FL,33301.0,1817.0,4,http://www.broward.org/bct/,1082.0,P62KF2SJJ237,428.0,1944375.0,56602.0,"Miami--Fort Lauderdale, FL",,6077522.0,4884.78021849502,1244.18,273.0,284.0,557,,,Tier I (Fixed Route VOMS),,,
,40030,4030,"City of Gainesville, FL",Regional Transit System,RTS,Regional Transit System,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,200 E University Ave,,490,Gainesville,FL,32601.0,5456.0,4,http://www.go-rts.com/,1084.0,MNEFBYCXRMR8,106.0,199300.0,32167.0,"Gainesville, FL",,213748.0,2437.34534243926,87.7,90.0,44.0,134,,,Tier II,,,
,40031,4031,Lakeland Area Mass Transit District ,,,Citrus Connection,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,1212 George Jenkins Blvd,,,Lakeland,FL,33815.0,1312.0,4,http://www.ridecitrus.com/,1086.0,KTL6R43BYVQ6,77.0,819629.0,46828.0,"Lakeland, FL",,277915.0,1904.40373223347,145.93,66.0,10.0,76,,,Tier II,,,
,40032,4032,County of Volusia,,,VOTRAN,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,950 Big Tree Rd,,,Daytona Beach,FL,32119.0,2518.0,4,http://www.votran.org/,1081.0,,1207.0,494593.0,22612.0,"Daytona Beach--Palm Coast--Port Orange, FL",,402126.0,1893.6163766397,212.36,111.0,37.0,148,,,Tier II,,,
,40034,4034,County of Miami-Dade ,Transportation & Public Works,DTPW,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,111 Nw 1St St Ste 2620,17th Floor,,Miami,FL,33128.0,1933.0,4,http://www.miamidade.gov/transit/,1089.0,UM2MSDMY13A8,306.0,2701767.0,56602.0,"Miami--Fort Lauderdale, FL",,6077522.0,4884.78021849502,1244.18,676.0,621.0,1297,,,Tier I (Rail),,,
,40035,4035,Central Florida Regional Transportation Authority,,LYNX,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,455 N Garland Ave,,,Orlando,FL,32801.0,1518.0,4,http://www.golynx.com/,1091.0,HX1XKBM5JTK9,2864.0,2296523.0,65863.0,"Orlando, FL",,1853896.0,2875.97689678099,644.61,256.0,309.0,565,,,Tier I (Fixed Route VOMS),,,
,40036,4036,City of Tallahassee,StarMetro,,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,300 S Adams St,,,Tallahassee,FL,32301.0,1721.0,4,https://www.talgov.com/starmetro/starmetroHome.aspx,1095.0,HS3PRJ2R6X93,103.0,196169.0,86464.0,"Tallahassee, FL",,252934.0,2016.06692540801,125.46,68.0,60.0,128,,,Tier II,,,
,40037,4037,"Board of County Commissioners, Palm Beach County",,,"Palm Tran, Inc.",Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,301 N Olive Ave,,,West Palm Beach,FL,33401.0,4703.0,4,http://www.palmtran.org/,1098.0,XL2DNFMPCR44,1970.0,1497987.0,56602.0,"Miami--Fort Lauderdale, FL",,6077522.0,4884.78021849502,1244.18,117.0,282.0,399,,,Tier I (Fixed Route VOMS),,,
,40038,4038,"Escambia County Board of County Commissioners, FL",,ECAT,Escambia County Area Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,221 Palafox Pl,,,Pensacola,FL,32502.0,5827.0,4,http://www.goecat.com/,1092.0,LLHWX867E5J6,189.0,241661.0,68482.0,"Pensacola, FL--AL",,390172.0,1486.1518380342,262.54,32.0,40.0,72,,,Tier II,,,
,40040,4040,Jacksonville Transportation Authority,,JTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,100 Lavilla Center Dr,,,Jacksonville,FL,32204.0,1549.0,4,http://www.jtafla.com/,1085.0,ZJC4WG2XGU15,1807.0,1264452.0,42346.0,"Jacksonville, FL",,1247374.0,2175.8786110696,573.27,118.0,107.0,225,,,Tier I (Rail),,,
,40041,4041,Hillsborough Area Regional Transit Authority,,HART,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,1201 E 7Th Ave,,,Tampa,FL,33605.0,3502.0,4,http://www.gohart.org/,1096.0,C6EMMWL56TC7,418.0,1102787.0,86599.0,"Tampa--St. Petersburg, FL",,2783045.0,2872.26182698761,968.94,149.0,32.0,181,,,Tier I (Rail),,,
,40042,4042,Birmingham-Jefferson County Transit Authority,,MAX,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,1735 Morris Ave,5th Floor,10212,Birmingham,AL,35203.0,2008.0,4,http://www.bjcta.org/,1073.0,YW6DVF1UU5K3,186.0,541852.0,7786.0,"Birmingham, AL",,774956.0,1521.69462751417,509.27,73.0,12.0,85,,,Tier II,,,
,40043,4043,City of Mobile,,WTS,THE WAVE TRANSIT SYSTEM,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,205 Government St,,,Mobile,AL,36602.0,1.0,4,http://www.thewavetransit.com/,1076.0,QV8KPHH9J8A3,141.0,219500.0,57925.0,"Mobile, AL",,321907.0,1458.25871491927,220.75,40.0,,40,,,Tier II,,,
,40044,4044,City of Montgomery,Montgomery Transit,, The M Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,2318 Fairview Ave,,,Montgomery,AL,36106.0,3728.0,4,montgomerytransit.com,1019.0,,135.0,205764.0,58600.0,"Montgomery, AL",,254348.0,1752.9185276791,145.1,25.0,,25,,,Tier II,,,
,40045,4045,Tuscaloosa County Parking and Transit Authority,,TTA,Tuscaloosa Transit Authority,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,2450 Hargrove Road East,,,Tuscaloosa,AL,35405.0,2623.0,4,http://www.tuscaloosatransit.com/,1078.0,W2WLMCRMN9N3,171.0,136487.0,89110.0,"Tuscaloosa, AL",,156450.0,1774.62631497397,88.16,12.0,,12,,,Tier II,,,
,40046,4046,Sarasota County ,Sarasota County Breeze Transit,,Breeze Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,1660 Ringling Blvd,,,Sarasota,FL,34236.0,6808.0,4,https://www.scgov.net/government/breeze-transit,1094.0,K4SXBE88XP88,594.0,527097.0,9536.0,"Bradenton--Sarasota--Venice, FL",,779075.0,1927.05955258431,404.28,30.0,79.0,109,,,Tier II,,,
,40047,4047,Athens-Clarke County Unified Government,Transit Department,ACCTD,Athens-Clarke County Transit Department,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,375 Satula Ave,,,Athens,GA,30601.0,1731.0,4,www.accgov.com/transit,1002.0,KF6FNAZRLMJ4,47.0,127358.0,3763.0,"Athens-Clarke County, GA",,143213.0,1559.25958131235,91.85,20.0,,20,,,Tier II,,,
,40049,4049,City of Gadsden,Transportation,GTS,Gadsden Transportation Services,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,,,267,,AL,,,4,http://www.gadsdendot.com/,1016.0,GBKLQFKKMNLS,37.0,61709.0,32113.0,"Gadsden, AL",,57975.0,947.163046337463,61.21,12.0,,12,,,Tier II,,,
,40051,4051,Town of Chapel Hill,Transit,,Chapel Hill Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,405 Martin Luther King Jr Blvd,,,Chapel Hill,NC,27514.0,5705.0,4,http://www.chtransit.org/,1110.0,WLCTFFK97EP7,62.0,80218.0,25228.0,"Durham, NC",,396118.0,2160.38535954275,183.36,88.0,,88,,,Tier II,,,
,40053,4053,Greenville Transit Authority,,GTA,Greenlink,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,100 W Mcbee Ave,,2207,Greenville,SC,29601.0,2695.0,4,http://www.ridegreenlink.com/,1118.0,GF2MXL6XN2B3,94.0,202390.0,35461.0,"Greenville, SC",,387271.0,1477.18417396993,262.17,23.0,,23,,,Tier II,,,
,40054,4054,City of Johnson City,Public Transportation,JCT,Johnson City Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,601 E Main St,,,Johnson City,TN,37601.0,4879.0,4,http://www.johnsoncitytransit.org/,1123.0,LESWAU1PJRJ5,44.0,71046.0,43210.0,"Johnson City, TN",,128519.0,1212.11275467087,106.03,25.0,,25,,,Tier II,,,
,40055,4055,City of Bristol Tennessee,Public Works,BTTS,Bristol Tennessee Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,801 Anderson St,STE 203,1189,Bristol,TN,37620.0,2284.0,4,http://www.bristoltn.org/142/Transit,1119.0,E8ESR3ZKWP19,33.0,27530.0,10351.0,"Bristol, TN--VA",,70638.0,1028.40859667548,68.69,7.0,,7,,,Tier II,,,
,40056,4056,Pee Dee Regional Transportation Authority,,PDRTA,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,,,,Florence,SC,,,4,http://www.pdrta.org/,1117.0,HXPNSYNYB815,3563.0,335620.0,30061.0,"Florence, SC",,89436.0,1314.49100454636,68.04,29.0,,29,,,Tier II,,,
,40057,4057,Jackson Transit Authority,,JTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,38 Eutah St,,102,Jackson,TN,38301.0,6808.0,4,http://www.ridejta.com/,1122.0,TS7EBVDTKXQ6,59.0,68205.0,42265.0,"Jackson, TN",,72809.0,1525.0052791421,47.74,17.0,,17,,,Tier II,,,
,40058,4058,City of Rome ,Transit Department,RTD,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,601 Broad St,,1433,Rome,GA,30161.0,3011.0,4,https://www.romega.us/193/Transit,2897.0,L7MBVGKKS1L3,32.0,37713.0,76204.0,"Rome, GA",,60403.0,1345.50141394447,44.89,12.0,,12,,,Tier II,,,
,40060,4060,City of Hattiesburg,Transportation and Engineering,HCT,Hub City Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,200 Forrest St,,1898,Hattiesburg,MS,39401.0,3451.0,4,https://www.hattiesburgms.com/hct/,1108.0,N4XZJLJ9AVM1,43.0,51084.0,37594.0,"Hattiesburg, MS",,80821.0,1270.38868176354,63.62,10.0,,10,,,Tier II,,,
,40063,4063,Brevard Board of County Commissioners,,SCAT,Space Coast Area Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,400 South St,,,Titusville,FL,32780.0,7683.0,4,http://www.321transit.com/,1029.0,GUT1ADLJUNA5,1557.0,643979.0,67105.0,"Palm Bay--Melbourne, FL",,510675.0,2038.25475197658,250.55,67.0,20.0,87,,,Tier II,,,
,40064,4064,East Alabama Regional Planning and Development Commission,,EARPDC,Areawide Community Transportation System,Reduced Reporter,Urban,"MPO, COG or Other Planning Agency",,,,2023-09-30,2024-01-31,1130 Quintard Ave Ste 300,,2186,Anniston,AL,36201.0,4685.0,4,https://www.earpdc.org/transportation-services/,1000.0,E2G9MFMN1NN8,4992.0,319979.0,2629.0,"Anniston--Oxford, AL",,78302.0,992.467449975456,78.9,,28.0,28,,,Tier II,,,
,40068,4068,Northwest Alabama Council of Local Governments,Transit ,NACOLG,NACOLG Transit,Reduced Reporter,Urban,"MPO, COG or Other Planning Agency",,,,2023-09-30,2024-01-31,103 Student Dr,,2603,Muscle Shoals,AL,35661.0,3204.0,4,http://www.nacolg.org,1000.0,NNWMDNRV8QE7,3365.0,235785.0,29953.0,"Florence, AL",,78925.0,1444.80868884604,54.63,14.0,2.0,16,,,Tier II,,,
,40071,4071,"City of Huntsville, Alabama",Public Transit,,Huntsville Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,308 Fountain Cir Sw,,,Huntsville,AL,35801.0,4240.0,4,https://www.huntsvilleal.gov/residents/streets/public-transportation/,1075.0,ZBCLKNT6JWT4,56.0,110023.0,40780.0,"Huntsville, AL",,329066.0,1532.19644716892,214.77,35.0,,35,,,Tier II,,,
,40073,4073,Lee-Russell Council of Governments,Transportation,LRPT,Lee-Russell Public Transit and Phenix City Express,Reduced Reporter,Urban,"MPO, COG or Other Planning Agency",,,,2023-09-30,2024-01-31,2207 Gateway Dr,,,Opelika,AL,36801.0,6834.0,4,http://www.lrcog.com/transportation.html,1000.0,LNKEABERNJZ4,1248.0,233424.0,4033.0,"Auburn, AL",,100842.0,1648.92859583839,61.16,26.0,,26,,,Tier II,,,
,40074,4074,Pasco County Board of County Commissioners,Pasco County Public Transportation,,GoPasco,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,8731 Citizens Dr,,,New Port Richey,FL,34654.0,5572.0,4,http://www.gopasco.com/,5318.0,LNBJT4UX78P8,747.0,584067.0,86599.0,"Tampa--St. Petersburg, FL",,2783045.0,2872.26182698761,968.94,39.0,,39,,,Tier II,,,
,40077,4077,South Florida Regional Transportation Authority,,SFRTA,Tri-Rail,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,801 Nw 33Rd St,,,Pompano Beach,FL,33064.0,2013.0,4,http://www.tri-rail.com/,5454.0,D3J6CCW2V7T8,32.0,133588.0,56602.0,"Miami--Fort Lauderdale, FL",,6077522.0,4884.78021849502,1244.18,,46.0,46,,,Tier I (Rail),,,
,40078,4078,Cobb County,Transit Division,,CobbLinc,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,100 Cherokee St Ste 500,,,Marietta,GA,30090.0,7005.0,4,https://www.cobbcounty.org/transportation/cobblinc,2874.0,VLEDVCLL5VV8,210.0,688078.0,3817.0,"Atlanta, GA",,5100112.0,2040.07997427292,2553.04,,78.0,78,,,Tier II,,,
,40080,4080,City of Kingsport,Public Transit Department,K.A.T.S.,Kingsport Area Transit Service,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,415 Broad St,STE 100,,Kingsport,TN,37660.0,4207.0,4,http://www.kingsporttransit.org/,5097.0,YE45C4JZC5U1,54.0,56150.0,45235.0,"Kingsport, TN--VA",,98411.0,1046.35124376205,94.05,13.0,,13,,,Tier II,,,
,40081,4081,City of Anderson ,Electric City Transit,ECT,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,401 S Main St,,,Anderson,SC,29624.0,2301.0,4,https://www.cityofandersonsc.com/transit/,5441.0,T59RCM6X6WU5,15.0,27293.0,2420.0,"Anderson--Clemson, SC",,118369.0,1233.77512359823,95.94,8.0,,8,,,Tier II,,,
,40082,4082,County of Douglas,Department of Transportation,,Connect Douglas,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,8700 Hospital Dr,,,Douglasville,GA,30134.0,2264.0,4,www.connectdouglas.com,5409.0,VE3JDWVHBLZ7,201.0,142224.0,3817.0,"Atlanta, GA",,5100112.0,2040.07997427292,2553.04,7.0,8.0,15,,,Tier II,,,
,40086,4086,Metropolitan Bus Authority,,MBA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,Bo Monacillos 37 Ave De Diego,,195349,San Juan,PR,919.0,,4,https://www.dtop.pr.gov/,1884.0,VFM1ZUECKT15,198.0,1176968.0,79093.0,"San Juan, PR",,1844410.0,2415.3987751444,763.6,108.0,,108,,,Tier II,,,
,40087,4087,City of Durham,Transportation Department,,GoDurham,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,101 City Hall Plz,,,Durham,NC,27701.0,3329.0,4,http://www.godurhamtransit.org/,1060.0,SRPMEFTB1B54,93.0,283506.0,25228.0,"Durham, NC",,396118.0,2160.38535954275,183.36,,101.0,101,,,Tier II,,,
,40092,4092,City of Clarksville,Transit,CTS,Clarksville Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,430 Boillin Ln,,,Clarksville,TN,37040.0,3825.0,4,http://www.ridects.com,1121.0,S728QYU6JTJ9,105.0,135471.0,17317.0,"Clarksville, TN--KY",,200947.0,1776.91120257958,113.09,29.0,,29,,,Tier II,,,
,40093,4093,City of Greensboro ,Transit,GTA,Greensboro Transit Agency,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,300 West Washington St,,3136,Greensboro,NC,27401.0,2624.0,4,http://www.ridegta.com/,1062.0,CGWAKNW9BAD5,137.0,299035.0,35164.0,"Greensboro, NC",,338928.0,2001.85089993484,169.31,,75.0,75,,,Tier II,,,
,40094,4094,Alternativa de Transporte Integrado ,,PRHTA,Autoridad de Transporte Integrado,Full Reporter,Urban,State Government Unit or Department of Transportation,,,,2023-06-30,2023-10-31,Centro Gubernamental Minillas,"AVENIDA DE DIEGO, PARADA 22",,San Juan,PR,940.0,,4,https://www.ati.pr.gov,5489.0,LLHHFKQLNAL4,149.0,701366.0,79093.0,"San Juan, PR",,1844410.0,2415.3987751444,763.6,,57.0,57,,,Tier I (Rail),,,
