wltype,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol, Methonal ,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
Full Reporter,90159,Western Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,,,,286928,,,,,895,,,,,,
Full Reporter,90162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,129220,,,,,,
Full Reporter,90162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,,,,521476,165177,,,,,,,,,,
Full Reporter,90164,Ventura County Transportation Commission,Full Reporter,Urban,CB,PT,,,,416353,,,,,,,,,,,
Full Reporter,90164,Ventura County Transportation Commission,Full Reporter,Urban,DR,PT,,,,,,,,,22789,,,,,,
Full Reporter,90164,Ventura County Transportation Commission,Full Reporter,Urban,MB,PT,,,,,,,,,15544,,,,,,
Full Reporter,90171,City of Santa Clarita,Full Reporter,Urban,CB,PT,,,182468,77168,,,,,,,,,,,
Full Reporter,90171,City of Santa Clarita,Full Reporter,Urban,DR,PT,,,85426,,,,,,48644,,,,,,
Full Reporter,90171,City of Santa Clarita,Full Reporter,Urban,MB,PT,,,540602,287,,,,,,,,,,,
Full Reporter,90173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,DR,PT,,,,,,,,,76450,,,,,,
Full Reporter,90173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,MB,PT,,,,230818,,,,,99667,,,,,,
Full Reporter,90182,Altamont Corridor Express,Full Reporter,Urban,CR,PT,,,,514210,,,,,,,,,,,
Full Reporter,90196,County of Placer,Full Reporter,Urban,CB,PT,,,,32086,,,,,,,,,,,
Full Reporter,90196,County of Placer,Full Reporter,Urban,DR,DO,,,,,,,,,2765,,,,,,
Full Reporter,90196,County of Placer,Full Reporter,Urban,DR,PT,,,,,,,,,25551,,,,,,
Full Reporter,90196,County of Placer,Full Reporter,Urban,MB,DO,,,367041,25535,,,,,5783,,,,,,
Full Reporter,90196,County of Placer,Full Reporter,Urban,MB,PT,,,,,,,,,9492,,,,,,
Full Reporter,90196,County of Placer,Full Reporter,Urban,VP,PT,,,,,,,,,11141,,,,,,
Full Reporter,90200,Kings County Area Public Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,,18994,,,,,,
Full Reporter,90200,Kings County Area Public Transit Agency,Full Reporter,Urban,MB,PT,,,189976,,,,,,,,,,,,
Full Reporter,90201,City of Turlock,Full Reporter,Urban,DR,PT,,,,,,,,,7234,,,,,,
Full Reporter,90201,City of Turlock,Full Reporter,Urban,MB,PT,,,35074,,,,,,18930,,,,,,
Full Reporter,90205,City of Elk Grove,Full Reporter,Urban,CB,PT,,,127036,,,,,,,,,,,,
Full Reporter,90205,City of Elk Grove,Full Reporter,Urban,DR,PT,,,17842,,,,,,508,,,,,,
Full Reporter,90205,City of Elk Grove,Full Reporter,Urban,MB,PT,,,120456,,,,,,,,,,,,
Full Reporter,90206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,59881,,,,,,
Full Reporter,90206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,MB,DO,,,,235551,,,,,18033,,,,,,
Full Reporter,90208,Butte County Association of Governments,Full Reporter,Urban,DR,PT,,,,,,,,,70590,,,,,,
Full Reporter,90208,Butte County Association of Governments,Full Reporter,Urban,MB,PT,,,33644,202812,,,,,,,,,,,
Full Reporter,90209,"Valley Metro Rail, Inc.",Full Reporter,Urban,LR,PT,,,,,,23474521,,,,,,,,,
Full Reporter,90211,Anaheim Transportation Network,Full Reporter,Urban,DR,PT,,,,,7500,,,,,,,,,,
Full Reporter,90211,Anaheim Transportation Network,Full Reporter,Urban,MB,PT,,,72930,,116936,,,,,,,523575,48785,,
Full Reporter,90213,City of Petaluma,Full Reporter,Urban,DR,PT,,,,,,,,,11438,,,,,,
Full Reporter,90213,City of Petaluma,Full Reporter,Urban,MB,PT,,,,52729,,,,,,,,,,,
Full Reporter,90214,City of Redondo Beach,Full Reporter,Urban,DR,PT,,,17114,,,,,,,,,,,,
Full Reporter,90214,City of Redondo Beach,Full Reporter,Urban,MB,PT,,,114997,,,,,,,,,,,,
Full Reporter,90218,Riverside County Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,74517,,,,,,
Full Reporter,90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,11897,,,,,,
Full Reporter,90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,DO,,,,187692,,,,,,,,,,,
Full Reporter,90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,4198,,,,,,
Full Reporter,90222,Pima Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,18729,,,,,,
Full Reporter,90223,"Paratransit, Inc.",Full Reporter,Urban,DR,DO,,,107256,,,,,,327583,,,,,,
Full Reporter,90223,"Paratransit, Inc.",Full Reporter,Urban,DR,PT,,,9364,,,,,,11133,,,,,,
Full Reporter,90225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter,Urban,FB,PT,,,,2649830,,,,,,,,,,,
Full Reporter,90226,Imperial County Transportation Commission,Full Reporter,Urban,DR,PT,,,,,,,,,49878,,,,,,
Full Reporter,90226,Imperial County Transportation Commission,Full Reporter,Urban,MB,PT,,,,129093,,,,,43070,,,,,,
Full Reporter,90230,California Vanpool Authority,Full Reporter,Urban,VP,DO,,,,,,,,,887455,,,,,,
Full Reporter,90232,Solano County Transit,Full Reporter,Urban,CB,PT,,,332144,307,,,,,,,,,,,
Full Reporter,90232,Solano County Transit,Full Reporter,Urban,DR,PT,,,1334,,,,,,25285,,,,,,
Full Reporter,90232,Solano County Transit,Full Reporter,Urban,MB,PT,,,1711,123448,18249,,,,291,,,,,,
Full Reporter,90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,10965,,,,,,
Full Reporter,90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,PT,159470,,,1441,,,,,47416,,,,,,
Full Reporter,90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,22883,,,,,,
Full Reporter,90234,Marin County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,96932,,,,,,
Full Reporter,90234,Marin County Transit District,Full Reporter,Urban,MB,PT,,,,408339,67433,,,,134818,,,,,,
Full Reporter,90241,County of Maui,Full Reporter,Urban,CB,PT,,,,58555,,,,,,,,,,,
Full Reporter,90241,County of Maui,Full Reporter,Urban,DR,PT,,,,19498,,,,,141592,,,,,,
Full Reporter,90241,County of Maui,Full Reporter,Urban,MB,PT,,,,257679,,,,,17618,,,,,,
Full Reporter,90244,City of Tulare,Full Reporter,Urban,DR,PT,,,445,,,,,,12241,,,,,,
Full Reporter,90244,City of Tulare,Full Reporter,Urban,MB,PT,,,69192,,,,,,,,,,,,
Full Reporter,90299,Sonoma-Marin Area Rail Transit District,Full Reporter,Urban,CR,DO,,,,286520,,,,,,,,,,,
Full Reporter,90302,San Bernardino County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,52294,,,,,,
Full Reporter,91092,Tahoe Transportation District,Full Reporter,Urban,CB,DO,,,,29184,,,,,,,,,,,
Full Reporter,91092,Tahoe Transportation District,Full Reporter,Urban,DR,DO,,,,5337,,,,,3558,,,,,,
Full Reporter,91092,Tahoe Transportation District,Full Reporter,Urban,MB,DO,,,,40499,,,,,,,,,,,
Full Reporter,99422,San Joaquin Council,Full Reporter,Urban,VP,PT,,,,,,,,,140183,,,,,,
Full Reporter,99423,City of Glendale,Full Reporter,Urban,DR,PT,,,,,,,,,17360,,,,,,
Full Reporter,99423,City of Glendale,Full Reporter,Urban,MB,PT,,,288956,,,,,,,,,,,,
Full Reporter,99424,City of Pasadena,Full Reporter,Urban,DR,PT,,,,,,,,,45980,,,,,,
Full Reporter,99424,City of Pasadena,Full Reporter,Urban,MB,PT,,,239446,,,,,,,,,,,,
Full Reporter,99425,Pomona Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,53549,,,,,,
